customer_id,order_month,revenue,ltv_cum
12370,2010-12-01,1868.02,1868.02
12370,2011-03-01,938.39,2806.41
12370,2011-10-01,739.28,3545.69
12371,2011-10-01,1887.96,1887.96
12372,2011-02-01,399.22,399.22
12372,2011-05-01,515.7,914.9200000000001
12372,2011-09-01,383.12,1298.04
12373,2011-02-01,364.6,364.6
12374,2011-11-01,742.9300000000001,742.9300000000001
12375,2011-09-01,230.3,230.3
12375,2011-11-01,227.20000000000002,457.5
12377,2010-12-01,1001.52,1001.52
12377,2011-01-01,626.6,1628.12
12378,2011-08-01,4008.62,4008.62
12379,2011-06-01,459.84,459.84
12379,2011-09-01,392.40000000000003,852.24
12380,2011-06-01,607.5500000000001,607.5500000000001
12380,2011-09-01,626.01,1233.56
12380,2011-10-01,450.86,1684.42
12380,2011-11-01,1040.39,2724.8100000000004
12381,2011-08-01,1268.74,1268.74
12381,2011-10-01,10.5,1279.24
12381,2011-11-01,419.06,1698.3
12381,2011-12-01,147.01,1845.31
12383,2010-12-01,600.72,600.72
12383,2011-01-01,651.16,1251.88
12383,2011-03-01,357.07,1608.95
12383,2011-04-01,142.16,1751.11
12383,2011-06-01,99.45,1850.56
12384,2011-08-01,292.69,292.69
12384,2011-11-01,292.58,585.27
12386,2010-12-01,258.9,258.9
12386,2011-01-01,143.0,401.9
12388,2011-01-01,431.3,431.3
12388,2011-02-01,124.05000000000001,555.35
12388,2011-03-01,210.9,766.25
12388,2011-07-01,902.09,1668.3400000000001
12388,2011-09-01,825.9200000000001,2494.26
12388,2011-11-01,286.4,2780.66
12390,2011-09-01,549.84,549.84
12391,2011-11-01,460.89,460.89
12393,2011-01-01,639.5,639.5
12393,2011-04-01,421.6,1061.1
12393,2011-09-01,521.5,1582.6
12394,2011-05-01,381.08,381.08
12394,2011-10-01,891.4,1272.48
12395,2010-12-01,679.92,679.92
12395,2011-02-01,231.51,911.43
12395,2011-03-01,326.5,1237.9299999999998
12395,2011-05-01,331.79,1569.72
12395,2011-06-01,163.9,1733.62
12395,2011-08-01,165.95,1899.57
12395,2011-10-01,346.68,2246.25
12395,2011-11-01,772.38,3018.63
12397,2011-07-01,1214.81,1214.81
12397,2011-11-01,1195.09,2409.8999999999996
12398,2011-10-01,1635.6599999999999,1635.6599999999999
12399,2011-03-01,288.05,288.05
12399,2011-05-01,480.90000000000003,768.95
12399,2011-06-01,130.08,899.0300000000001
12399,2011-08-01,209.62,1108.65
12401,2011-02-01,84.3,84.3
12402,2011-01-01,225.6,225.6
12403,2011-10-01,427.7,427.7
12405,2011-07-01,1710.39,1710.39
12406,2011-06-01,1621.25,1621.25
12406,2011-11-01,1794.05,3415.3
12407,2011-03-01,226.3,226.3
12407,2011-04-01,269.66,495.96000000000004
12407,2011-07-01,911.4,1407.3600000000001
12407,2011-10-01,300.76,1708.12
12408,2011-03-01,837.59,837.59
12408,2011-06-01,654.18,1491.77
12408,2011-09-01,642.28,2134.05
12408,2011-11-01,754.5,2888.55
12409,2011-06-01,6207.08,6207.08
12409,2011-09-01,4865.59,11072.67
12410,2011-02-01,693.3299999999999,693.3299999999999
12412,2011-06-01,514.5,514.5
12412,2011-07-01,376.24,890.74
12412,2011-09-01,336.14,1226.88
12413,2011-01-01,479.25,479.25
12413,2011-04-01,84.65,563.9
12413,2011-10-01,194.20000000000002,758.1
12414,2011-02-01,153.76,153.76
12414,2011-04-01,242.8,396.56
12414,2011-05-01,165.85,562.41
12415,2011-01-01,7092.9800000000005,7092.9800000000005
12415,2011-02-01,14022.92,21115.9
12415,2011-03-01,16726.84,37842.74
12415,2011-04-01,350.0,38192.74
12415,2011-05-01,12691.16,50883.899999999994
12415,2011-06-01,23426.81,74310.70999999999
12415,2011-07-01,2955.01,77265.72
12415,2011-08-01,21880.44,99146.16
12415,2011-09-01,2941.7200000000003,102087.87999999999
12415,2011-10-01,16471.77,118559.65
12415,2011-11-01,6354.88,124914.53
12417,2010-12-01,291.34,291.34
12417,2011-01-01,323.44,614.78
12417,2011-03-01,410.0,1024.78
12417,2011-04-01,436.3,1461.08
12417,2011-06-01,437.19,1898.27
12417,2011-08-01,918.25,2816.52
12417,2011-10-01,462.85,3279.37
12417,2011-12-01,369.73,3649.1
12418,2011-08-01,668.58,668.58
12420,2011-10-01,600.39,600.39
12421,2011-01-01,157.45,157.45
12421,2011-06-01,239.35,396.79999999999995
12421,2011-08-01,231.76,628.56
12421,2011-11-01,178.48,807.04
12422,2011-01-01,238.5,238.5
12422,2011-06-01,417.36,655.86
12422,2011-09-01,147.7,803.56
12423,2010-12-01,237.93,237.93
12423,2011-02-01,192.31,430.24
12423,2011-03-01,347.35,777.59
12423,2011-04-01,255.36,1032.95
12423,2011-05-01,333.82,1366.77
12423,2011-06-01,84.92,1451.69
12423,2011-08-01,198.98,1650.67
12423,2011-12-01,208.64000000000001,1859.31
12424,2011-06-01,1760.96,1760.96
12425,2011-09-01,777.2,777.2
12426,2011-05-01,582.73,582.73
12427,2010-12-01,303.5,303.5
12427,2011-10-01,282.58,586.0799999999999
12427,2011-11-01,239.72,825.8
12428,2011-03-01,5936.82,5936.82
12428,2011-04-01,373.72,6310.54
12428,2011-07-01,632.44,6942.98
12428,2011-08-01,605.14,7548.12
12428,2011-11-01,408.34000000000003,7956.46
12429,2010-12-01,1281.5,1281.5
12429,2011-04-01,437.98,1719.48
12429,2011-06-01,1125.4,2844.88
12429,2011-11-01,905.52,3750.4
12430,2011-10-01,256.4,256.4
12431,2010-12-01,773.95,773.95
12431,2011-01-01,384.68,1158.63
12431,2011-02-01,1052.65,2211.28
12431,2011-05-01,947.25,3158.53
12431,2011-07-01,1107.28,4265.81
12431,2011-08-01,608.76,4874.57
12431,2011-10-01,1011.44,5886.01
12431,2011-11-01,601.44,6487.450000000001
12432,2011-06-01,4016.66,4016.66
12432,2011-10-01,1042.66,5059.32
12433,2010-12-01,3787.12,3787.12
12433,2011-09-01,2608.11,6395.23
12433,2011-10-01,1498.66,7893.89
12433,2011-11-01,2843.29,10737.18
12433,2011-12-01,2638.69,13375.87
12434,2011-03-01,286.25,286.25
12434,2011-09-01,519.89,806.14
12435,2011-03-01,3978.9900000000002,3978.9900000000002
12435,2011-09-01,3850.9,7829.89
12436,2011-09-01,509.01,509.01
12437,2011-01-01,392.7,392.7
12437,2011-02-01,590.26,982.96
12437,2011-03-01,147.70999999999998,1130.67
12437,2011-04-01,209.10000000000002,1339.77
12437,2011-05-01,635.3199999999999,1975.09
12437,2011-06-01,501.64,2476.73
12437,2011-09-01,557.28,3034.0099999999998
12437,2011-10-01,263.46,3297.47
12437,2011-11-01,1488.04,4785.51
12437,2011-12-01,165.9,4951.41
12438,2011-07-01,890.0699999999999,890.0699999999999
12438,2011-11-01,2016.78,2906.85
12441,2010-12-01,173.55,173.55
12442,2011-12-01,172.06,172.06
12444,2011-06-01,1870.2,1870.2
12444,2011-08-01,757.0699999999999,2627.27
12444,2011-09-01,562.54,3189.81
12444,2011-10-01,879.01,4068.8199999999997
12444,2011-11-01,936.64,5005.46
12445,2011-11-01,133.4,133.4
12446,2011-10-01,1002.3100000000001,1002.3100000000001
12447,2011-04-01,476.49,476.49
12448,2011-10-01,449.45,449.45
12449,2011-06-01,858.9300000000001,858.9300000000001
12449,2011-08-01,777.95,1636.88
12449,2011-09-01,1087.7,2724.58
12449,2011-11-01,1342.71,4067.29
12450,2011-06-01,101.88,101.88
12450,2011-07-01,96.0,197.88
12451,2011-01-01,2919.5099999999998,2919.5099999999998
12451,2011-05-01,2388.31,5307.82
12451,2011-10-01,2539.56,7847.379999999999
12451,2011-11-01,1188.14,9035.52
12452,2011-11-01,430.57,430.57
12453,2011-07-01,707.09,707.09
12454,2011-10-01,3528.34,3528.34
12455,2011-02-01,1698.9,1698.9
12455,2011-06-01,264.4,1963.3000000000002
12455,2011-07-01,134.5,2097.8
12455,2011-08-01,78.56,2176.36
12455,2011-09-01,290.5,2466.86
12456,2011-03-01,940.1700000000001,940.1700000000001
12456,2011-07-01,1325.23,2265.4
12456,2011-10-01,915.64,3181.04
12457,2011-04-01,1067.25,1067.25
12457,2011-09-01,1099.63,2166.88
12457,2011-10-01,196.35,2363.23
12458,2011-02-01,441.92,441.92
12458,2011-09-01,505.48,947.4000000000001
12461,2011-07-01,626.88,626.88
12461,2011-09-01,200.0,826.88
12462,2011-02-01,762.11,762.11
12462,2011-11-01,427.48,1189.5900000000001
12463,2011-04-01,350.57,350.57
12463,2011-05-01,297.38,647.95
12463,2011-06-01,337.84000000000003,985.79
12463,2011-10-01,358.99,1344.78
12464,2011-02-01,363.84999999999997,363.84999999999997
12464,2011-05-01,181.0,544.8499999999999
12464,2011-07-01,45.599999999999994,590.4499999999999
12464,2011-08-01,190.1,780.55
12464,2011-11-01,431.5,1212.05
12465,2011-06-01,440.94,440.94
12465,2011-11-01,301.25,742.19
12468,2011-01-01,220.59,220.59
12468,2011-06-01,508.95000000000005,729.5400000000001
12471,2010-12-01,3874.36,3874.36
12471,2011-01-01,753.4499999999999,4627.81
12471,2011-02-01,1335.7,5963.51
12471,2011-03-01,878.3199999999999,6841.83
12471,2011-04-01,674.29,7516.12
12471,2011-05-01,881.1999999999999,8397.32
12471,2011-07-01,978.26,9375.58
12471,2011-08-01,1740.82,11116.4
12471,2011-09-01,663.76,11780.16
12471,2011-10-01,2385.38,14165.54
12471,2011-11-01,3420.0,17585.54
12471,2011-12-01,2238.5099999999998,19824.05
12472,2010-12-01,1631.3,1631.3
12472,2011-01-01,825.36,2456.66
12472,2011-03-01,592.18,3048.84
12472,2011-06-01,1266.66,4315.5
12472,2011-07-01,612.1,4927.6
12472,2011-10-01,1376.43,6304.030000000001
12472,2011-11-01,268.08,6572.110000000001
12473,2011-06-01,672.1899999999999,672.1899999999999
12473,2011-08-01,514.06,1186.25
12473,2011-10-01,1697.98,2884.23
12473,2011-11-01,1054.32,3938.55
12474,2011-01-01,599.8,599.8
12474,2011-02-01,287.58000000000004,887.38
12474,2011-03-01,1063.67,1951.0500000000002
12474,2011-05-01,768.08,2719.13
12474,2011-06-01,472.01,3191.1400000000003
12474,2011-07-01,705.24,3896.38
12474,2011-09-01,465.68,4362.06
12474,2011-10-01,1835.0,6197.06
12474,2011-11-01,1178.73,7375.79
12475,2011-10-01,723.38,723.38
12476,2010-12-01,12.45,12.45
12476,2011-01-01,549.58,562.0300000000001
12476,2011-02-01,160.2,722.23
12476,2011-04-01,1411.67,2133.9
12476,2011-05-01,311.2,2445.1
12476,2011-07-01,746.5699999999999,3191.67
12476,2011-09-01,533.6,3725.27
12476,2011-10-01,1097.16,4822.43
12476,2011-11-01,1993.99,6816.42
12477,2011-02-01,2355.9500000000003,2355.9500000000003
12477,2011-04-01,2221.02,4576.97
12477,2011-08-01,4257.0599999999995,8834.029999999999
12477,2011-10-01,2348.02,11182.05
12477,2011-11-01,2037.69,13219.74
12478,2011-12-01,680.99,680.99
12479,2011-11-01,527.2,527.2
12480,2011-01-01,816.25,816.25
12480,2011-03-01,771.02,1587.27
12480,2011-07-01,557.6800000000001,2144.95
12480,2011-11-01,1136.6799999999998,3281.63
12481,2010-12-01,791.34,791.34
12481,2011-01-01,603.09,1394.43
12481,2011-03-01,832.34,2226.77
12481,2011-05-01,873.78,3100.55
12481,2011-06-01,1001.21,4101.76
12481,2011-10-01,1307.76,5409.52
12481,2011-11-01,186.79999999999998,5596.32
12483,2011-01-01,547.56,547.56
12483,2011-04-01,323.0,870.56
12483,2011-05-01,124.10000000000001,994.66
12483,2011-06-01,319.95,1314.61
12483,2011-09-01,309.45,1624.06
12483,2011-10-01,454.2,2078.2599999999998
12483,2011-11-01,406.72,2484.98
12484,2011-01-01,1138.67,1138.67
12484,2011-06-01,1137.99,2276.66
12484,2011-08-01,1386.49,3663.15
12484,2011-11-01,878.57,4541.72
12488,2011-09-01,553.39,553.39
12488,2011-10-01,214.06,767.45
12488,2011-11-01,531.21,1298.66
12489,2011-01-01,334.93,334.93
12490,2011-01-01,864.22,864.22
12490,2011-05-01,331.5,1195.72
12490,2011-06-01,484.06,1679.78
12490,2011-07-01,412.93,2092.71
12490,2011-08-01,424.06,2516.77
12490,2011-09-01,1035.82,3552.59
12490,2011-11-01,1403.04,4955.63
12490,2011-12-01,462.3,5417.93
12491,2011-11-01,460.40000000000003,460.40000000000003
12492,2011-08-01,126.39000000000001,126.39000000000001
12492,2011-10-01,136.82,263.21000000000004
12493,2011-05-01,232.5,232.5
12493,2011-06-01,201.24,433.74
12494,2010-12-01,62.55,62.55
12494,2011-02-01,250.0,312.55
12494,2011-05-01,403.09000000000003,715.6400000000001
12494,2011-07-01,153.22,868.86
12494,2011-10-01,214.74,1083.6000000000001
12494,2011-11-01,162.5,1246.1000000000001
12497,2011-09-01,1043.1,1043.1
12498,2011-10-01,247.25,247.25
12498,2011-11-01,156.45,403.7
12500,2011-01-01,344.94,344.94
12500,2011-02-01,373.98,718.9200000000001
12500,2011-03-01,491.28000000000003,1210.2
12500,2011-06-01,185.64000000000001,1395.8400000000001
12500,2011-08-01,378.0,1773.8400000000001
12500,2011-10-01,1866.94,3640.78
12500,2011-11-01,617.04,4257.82
12501,2011-01-01,2169.39,2169.39
12502,2011-02-01,617.25,617.25
12502,2011-03-01,702.8,1320.05
12502,2011-05-01,522.6,1842.65
12502,2011-08-01,788.87,2631.52
12502,2011-09-01,1092.35,3723.87
12504,2011-11-01,482.04999999999995,482.04999999999995
12506,2011-04-01,73.5,73.5
12507,2011-02-01,446.16,446.16
12507,2011-07-01,858.65,1304.81
12508,2011-11-01,398.27,398.27
12509,2011-02-01,176.5,176.5
12510,2011-01-01,681.05,681.05
12510,2011-07-01,301.52,982.5699999999999
12512,2011-10-01,138.03,138.03
12513,2011-08-01,612.29,612.29
12514,2011-03-01,1017.68,1017.68
12515,2010-12-01,383.7,383.7
12516,2011-06-01,583.2,583.2
12516,2011-09-01,728.86,1312.06
12517,2011-06-01,766.95,766.95
12517,2011-08-01,771.75,1538.7
12517,2011-09-01,417.2,1955.9
12517,2011-11-01,546.94,2502.84
12518,2011-08-01,324.83,324.83
12518,2011-09-01,524.9,849.73
12518,2011-10-01,381.06,1230.79
12518,2011-11-01,486.96000000000004,1717.75
12518,2011-12-01,339.14,2056.89
12519,2011-10-01,340.84,340.84
12520,2011-03-01,1233.96,1233.96
12520,2011-05-01,463.59999999999997,1697.56
12520,2011-07-01,348.29,2045.85
12520,2011-09-01,588.41,2634.26
12521,2011-07-01,599.68,599.68
12522,2011-10-01,192.72,192.72
12523,2011-01-01,102.95,102.95
12523,2011-02-01,143.4,246.35000000000002
12523,2011-03-01,115.09,361.44
12523,2011-04-01,138.75,500.19
12523,2011-07-01,204.75,704.94
12523,2011-08-01,312.81,1017.75
12523,2011-09-01,124.38,1142.13
12523,2011-10-01,385.22,1527.35
12523,2011-11-01,262.42,1789.77
12524,2011-01-01,337.39,337.39
12524,2011-02-01,525.3399999999999,862.7299999999999
12524,2011-03-01,475.44,1338.1699999999998
12524,2011-05-01,1495.21,2833.38
12524,2011-06-01,289.1,3122.48
12524,2011-10-01,1055.44,4177.92
12524,2011-11-01,307.79999999999995,4485.72
12526,2011-09-01,520.3,520.3
12526,2011-10-01,519.28,1039.58
12526,2011-12-01,277.08,1316.6599999999999
12527,2011-01-01,132.52,132.52
12527,2011-02-01,152.4,284.92
12527,2011-09-01,63.790000000000006,348.71000000000004
12528,2011-01-01,493.53000000000003,493.53000000000003
12528,2011-03-01,278.13,771.6600000000001
12528,2011-07-01,281.71,1053.37
12528,2011-08-01,234.0,1287.37
12528,2011-10-01,274.51,1561.88
12528,2011-11-01,371.6,1933.48
12530,2011-01-01,387.40000000000003,387.40000000000003
12530,2011-04-01,417.6,805.0
12530,2011-08-01,416.65,1221.65
12530,2011-10-01,440.63,1662.28
12531,2011-11-01,125.22,125.22
12532,2011-11-01,349.83000000000004,349.83000000000004
12534,2011-08-01,1089.18,1089.18
12535,2011-06-01,371.45,371.45
12535,2011-09-01,344.9,716.3499999999999
12536,2011-10-01,12601.830000000002,12601.830000000002
12538,2011-11-01,363.95,363.95
12539,2011-01-01,3431.7,3431.7
12539,2011-03-01,1085.99,4517.69
12539,2011-11-01,1050.66,5568.35
12540,2010-12-01,881.01,881.01
12540,2011-01-01,1147.1799999999998,2028.1899999999998
12540,2011-02-01,288.98,2317.17
12540,2011-03-01,1140.76,3457.93
12540,2011-05-01,2686.6,6144.53
12540,2011-06-01,357.99,6502.5199999999995
12540,2011-07-01,1775.01,8277.529999999999
12540,2011-08-01,509.34000000000003,8786.869999999999
12540,2011-09-01,1709.12,10495.99
12540,2011-10-01,1442.27,11938.26
12540,2011-11-01,1461.98,13400.24
12541,2011-03-01,312.4,312.4
12541,2011-06-01,223.74,536.14
12541,2011-11-01,445.03999999999996,981.18
12544,2011-11-01,372.7,372.7
12545,2011-03-01,628.15,628.15
12545,2011-09-01,372.24,1000.39
12546,2011-09-01,760.2,760.2
12546,2011-10-01,401.3,1161.5
12547,2011-03-01,159.4,159.4
12547,2011-05-01,48.4,207.8
12548,2011-06-01,95.19999999999999,95.19999999999999
12550,2011-09-01,964.83,964.83
12551,2010-12-01,168.0,168.0
12552,2011-10-01,317.82,317.82
12552,2011-11-01,120.0,437.82
12553,2011-01-01,700.31,700.31
12553,2011-02-01,6.3,706.6099999999999
12553,2011-03-01,675.16,1381.77
12553,2011-05-01,352.85,1734.62
12553,2011-07-01,284.75,2019.37
12553,2011-08-01,400.21999999999997,2419.5899999999997
12553,2011-10-01,477.55,2897.14
12553,2011-11-01,518.12,3415.2599999999998
12553,2011-12-01,277.02,3692.2799999999997
12556,2011-07-01,312.9,312.9
12556,2011-10-01,290.81,603.71
12557,2010-12-01,620.0,620.0
12557,2011-01-01,3417.1200000000003,4037.1200000000003
12557,2011-03-01,817.5,4854.620000000001
12557,2011-07-01,4146.34,9000.960000000001
12557,2011-11-01,2990.0,11990.960000000001
12558,2011-12-01,269.96,269.96
12559,2011-01-01,486.11,486.11
12559,2011-02-01,75.60000000000001,561.71
12560,2011-07-01,1292.31,1292.31
12560,2011-08-01,144.0,1436.31
12560,2011-12-01,697.7,2134.01
12561,2011-02-01,238.85,238.85
12562,2011-05-01,444.96000000000004,444.96000000000004
12562,2011-06-01,510.27,955.23
12562,2011-08-01,650.0,1605.23
12562,2011-09-01,388.64,1993.87
12562,2011-10-01,513.6,2507.4700000000003
12562,2011-11-01,619.9,3127.37
12562,2011-12-01,654.37,3781.74
12564,2011-03-01,456.9,456.9
12565,2011-02-01,145.92,145.92
12566,2011-09-01,351.65,351.65
12567,2010-12-01,1942.38,1942.38
12567,2011-02-01,1236.73,3179.11
12567,2011-05-01,705.21,3884.32
12567,2011-06-01,2222.7799999999997,6107.1
12567,2011-08-01,851.06,6958.16
12567,2011-09-01,891.8199999999999,7849.98
12567,2011-11-01,1551.3,9401.279999999999
12569,2011-04-01,796.4,796.4
12569,2011-05-01,367.92,1164.32
12569,2011-06-01,237.42000000000002,1401.74
12569,2011-07-01,166.25,1567.99
12569,2011-08-01,315.03,1883.02
12569,2011-09-01,284.66,2167.68
12569,2011-10-01,706.72,2874.4
12569,2011-11-01,555.27,3429.67
12569,2011-12-01,695.02,4124.6900000000005
12571,2011-08-01,248.35,248.35
12571,2011-10-01,271.26,519.61
12572,2011-10-01,532.74,532.74
12572,2011-12-01,487.68,1020.4200000000001
12573,2011-04-01,160.54000000000002,160.54000000000002
12574,2011-01-01,218.45,218.45
12576,2011-02-01,266.85,266.85
12576,2011-05-01,154.8,421.65000000000003
12576,2011-07-01,239.2,660.85
12576,2011-09-01,275.7,936.55
12576,2011-11-01,379.28,1315.83
12577,2010-12-01,195.89,195.89
12577,2011-11-01,461.91,657.8
12578,2011-01-01,1608.66,1608.66
12578,2011-11-01,1185.85,2794.51
12579,2011-09-01,440.42,440.42
12580,2011-04-01,415.7,415.7
12581,2011-10-01,197.71,197.71
12582,2011-02-01,205.16,205.16
12582,2011-04-01,306.2,511.36
12583,2010-12-01,855.86,855.86
12583,2011-01-01,730.16,1586.02
12583,2011-02-01,321.56,1907.58
12583,2011-03-01,712.8499999999999,2620.43
12583,2011-05-01,421.96,3042.39
12583,2011-06-01,617.48,3659.87
12583,2011-07-01,329.24,3989.1099999999997
12583,2011-08-01,243.1,4232.21
12583,2011-09-01,868.03,5100.24
12583,2011-10-01,314.20000000000005,5414.44
12583,2011-11-01,1172.17,6586.610000000001
12583,2011-12-01,694.77,7281.38
12584,2011-03-01,463.63,463.63
12584,2011-06-01,159.11,622.74
12584,2011-07-01,147.1,769.84
12584,2011-08-01,12.75,782.59
12584,2011-09-01,279.8,1062.3899999999999
12584,2011-10-01,661.0600000000001,1723.45
12584,2011-11-01,414.25,2137.7
12584,2011-12-01,200.45000000000002,2338.15
12585,2010-12-01,1262.85,1262.85
12585,2011-04-01,777.25,2040.1
12586,2011-11-01,196.94000000000003,196.94000000000003
12587,2011-12-01,144.0,144.0
12588,2011-10-01,214.89999999999998,214.89999999999998
12589,2011-07-01,131.5,131.5
12589,2011-11-01,515.1800000000001,646.6800000000001
12590,2011-05-01,9864.26,9864.26
12591,2011-01-01,452.84999999999997,452.84999999999997
12592,2011-05-01,231.8,231.8
12592,2011-09-01,205.8,437.6
12593,2011-05-01,236.0,236.0
12593,2011-08-01,182.1,418.1
12594,2011-01-01,341.0,341.0
12594,2011-02-01,256.0,597.0
12594,2011-03-01,325.5,922.5
12594,2011-04-01,255.04000000000002,1177.54
12594,2011-05-01,587.45,1764.99
12594,2011-06-01,42.96,1807.95
12594,2011-08-01,721.95,2529.9
12594,2011-10-01,722.4000000000001,3252.3
12594,2011-11-01,85.92,3338.2200000000003
12596,2011-04-01,269.95,269.95
12596,2011-10-01,348.32,618.27
12597,2011-03-01,516.15,516.15
12597,2011-06-01,912.66,1428.81
12597,2011-10-01,2176.45,3605.2599999999998
12597,2011-11-01,205.96,3811.22
12598,2011-02-01,720.86,720.86
12598,2011-05-01,564.88,1285.74
12598,2011-07-01,298.64,1584.38
12598,2011-09-01,361.76,1946.1399999999999
12598,2011-11-01,1076.94,3023.08
12599,2011-02-01,312.46000000000004,312.46000000000004
12599,2011-05-01,151.4,463.86
12599,2011-06-01,134.28,598.1400000000001
12599,2011-07-01,78.6,676.74
12599,2011-08-01,180.3,857.0400000000001
12599,2011-11-01,175.54000000000002,1032.5800000000002
12600,2010-12-01,274.8,274.8
12600,2011-02-01,427.94000000000005,702.74
12600,2011-03-01,124.08000000000001,826.82
12600,2011-04-01,286.88,1113.7
12600,2011-05-01,202.26000000000002,1315.96
12600,2011-07-01,345.23,1661.19
12600,2011-08-01,275.37,1936.56
12600,2011-09-01,282.90000000000003,2219.46
12600,2011-11-01,379.58000000000004,2599.04
12601,2011-01-01,144.26,144.26
12601,2011-02-01,113.10000000000001,257.36
12601,2011-03-01,111.0,368.36
12601,2011-05-01,140.6,508.96
12601,2011-06-01,68.1,577.06
12602,2011-10-01,153.12,153.12
12603,2011-11-01,739.1999999999999,739.1999999999999
12604,2011-03-01,178.5,178.5
12604,2011-09-01,75.68,254.18
12607,2011-10-01,1579.51,1579.51
12609,2011-01-01,287.93,287.93
12609,2011-06-01,512.8,800.73
12609,2011-09-01,326.12,1126.85
12610,2011-08-01,1256.25,1256.25
12610,2011-10-01,595.0899999999999,1851.34
12610,2011-11-01,248.2,2099.54
12611,2011-10-01,1193.32,1193.32
12612,2011-09-01,704.0400000000001,704.0400000000001
12613,2011-03-01,821.66,821.66
12613,2011-05-01,640.86,1462.52
12613,2011-10-01,1881.8600000000001,3344.38
12614,2011-03-01,315.6,315.6
12615,2011-06-01,634.74,634.74
12615,2011-09-01,576.65,1211.3899999999999
12615,2011-11-01,656.95,1868.3400000000001
12615,2011-12-01,422.85,2291.19
12616,2011-02-01,255.6,255.6
12616,2011-09-01,457.7,713.3
12617,2011-11-01,355.53,355.53
12618,2011-11-01,177.31,177.31
12619,2011-03-01,205.98,205.98
12619,2011-04-01,425.67999999999995,631.66
12619,2011-07-01,1077.68,1709.3400000000001
12619,2011-08-01,378.12,2087.46
12619,2011-09-01,672.92,2760.38
12619,2011-11-01,880.86,3641.24
12620,2011-05-01,561.66,561.66
12620,2011-09-01,377.66,939.3199999999999
12620,2011-11-01,400.09,1339.4099999999999
12621,2010-12-01,1383.65,1383.65
12621,2011-02-01,1535.24,2918.8900000000003
12621,2011-03-01,960.0,3878.8900000000003
12621,2011-04-01,1209.8,5088.6900000000005
12621,2011-05-01,2267.13,7355.82
12621,2011-06-01,683.35,8039.17
12621,2011-07-01,561.06,8600.23
12621,2011-08-01,1594.81,10195.04
12621,2011-09-01,1065.6000000000001,11260.64
12621,2011-10-01,630.55,11891.19
12621,2011-11-01,610.28,12501.47
12621,2011-12-01,1188.2,13689.67
12622,2011-04-01,180.1,180.1
12623,2011-03-01,305.1,305.1
12624,2011-06-01,299.94,299.94
12624,2011-08-01,341.19,641.13
12625,2011-01-01,1716.62,1716.62
12625,2011-05-01,967.2,2683.8199999999997
12626,2011-01-01,1274.1,1274.1
12626,2011-06-01,814.74,2088.84
12626,2011-07-01,1159.06,3247.8999999999996
12626,2011-08-01,1526.1,4774.0
12626,2011-10-01,1594.51,6368.51
12626,2011-11-01,251.97,6620.48
12627,2011-07-01,768.02,768.02
12627,2011-08-01,1140.55,1908.57
12627,2011-09-01,819.26,2727.83
12627,2011-10-01,1183.72,3911.55
12627,2011-11-01,566.98,4478.53
12628,2011-10-01,333.64,333.64
12628,2011-11-01,237.57,571.21
12628,2011-12-01,215.25,786.46
12630,2011-10-01,701.79,701.79
12630,2011-11-01,569.09,1270.88
12631,2011-10-01,640.5,640.5
12633,2011-02-01,1012.82,1012.82
12633,2011-05-01,716.73,1729.5500000000002
